Country_code,Country,Joy factors,Year,Value 2 (+),Value 1 (+),Value 3 (+),Value 5 (+/-),Value 4 (+/-),Value 6 (+/-),index
BG,Bulgaria,Happiness,01,20,0.1122,29618522,20,-0.1122,-29618522,1
BG,Bulgaria,Happiness,02,24,0.0918,38129021,-24,0.0918,38129021,1
BG,Bulgaria,Happiness,03,39,0.0918,45573480,-39,-0.0918,45573480,1
BG,Bulgaria,Happiness,04,22,0.0969,8888313,22,0.0969,8888313,1
BG,Bulgaria,Happiness,05,29,0.0918,87876023,29,-0.0918,87876023,1
BG,Bulgaria,Happiness,06,49,0.0969,84136617,49,-0.0969,-84136617,1
BG,Bulgaria,Happiness,07,13,0.0969,48651201,13,0.0969,48651201,1
DE,Germany,Happiness,01,53,0.1122,109598285,53,0.1122,-109598285,1
DE,Germany,Happiness,02,78,0.0918,40780822,-78,0.0918,-40780822,1
DE,Germany,Happiness,03,40,0.0918,39411086,40,0.0918,39411086,1
DE,Germany,Happiness,04,20,0.0969,1870248,20,-0.0969,-1870248,1
DE,Germany,Happiness,05,34,0.0918,58839441,34,0.0918,-58839441,1
DE,Germany,Happiness,06,37,0.0969,89318765,-37,-0.0969,89318765,1
DE,Germany,Happiness,07,30,0.0969,94744656,30,-0.0969,-94744656,1
LT,Lithuania,Happiness,01,21,0.1122,37024332,21,-0.1122,37024332,1
LT,Lithuania,Happiness,02,20,0.0918,73343509,20,0.0918,-73343509,1
LT,Lithuania,Happiness,03,1,0.0918,19263678,-1,0.0918,-19263678,1
LT,Lithuania,Happiness,04,23,0.0969,73333367,-23,0.0969,73333367,1
LT,Lithuania,Happiness,05,13,0.0918,38405669,-13,0.0918,-38405669,1
LT,Lithuania,Happiness,06,12,0.0969,6598297,-12,0.0969,6598297,1
LT,Lithuania,Happiness,07,10,0.0969,35672459,-10,-0.0969,35672459,1
MT,Malta,Happiness,01,12,0.1122,57146092,12,-0.1122,57146092,1
MT,Malta,Happiness,02,5,0.0918,11362376,-5,0.0918,11362376,1
MT,Malta,Happiness,03,2,0.0918,67624851,2,-0.0918,-67624851,1
MT,Malta,Happiness,04,11,0.0969,57835751,11,-0.0969,-57835751,1
MT,Malta,Happiness,05,8,0.0918,6567526,-8,0.0918,6567526,1
MT,Malta,Happiness,06,10,0.0969,84439829,-10,0.0969,84439829,1
MT,Malta,Happiness,07,3,0.0969,18444473,-3,-0.0969,-18444473,1
BG,Bulgaria,Happiness,08,15,0.0566,20379604,15,-0.0566,-20379604,1
BG,Bulgaria,Happiness,09,26,0.0721,37552047,26,-0.0721,37552047,1
BG,Bulgaria,Happiness,10,15,0.0721,2494157,-15,-0.0721,-2494157,1
BG,Bulgaria,Happiness,11,25,0.0772,64931013,-25,-0.0772,-64931013,1
BG,Bulgaria,Happiness,12,23,0.0824,77147570,-23,0.0824,-77147570,1
BG,Bulgaria,Happiness,13,28,0.0875,7218898,-28,0.0875,-7218898,1
BG,Bulgaria,Happiness,14,9,0.0875,5934799,-9,0.0875,-5934799,1
DE,Germany,Happiness,08,68,0.0566,9800010,-68,-0.0566,9800010,1
DE,Germany,Happiness,09,113,0.0721,57901292,113,-0.0721,-57901292,1
DE,Germany,Happiness,10,19,0.0721,36977293,-19,-0.0721,-36977293,1
DE,Germany,Happiness,11,31,0.0772,75746184,-31,0.0772,75746184,1
DE,Germany,Happiness,12,43,0.0824,45998443,-43,0.0824,45998443,1
DE,Germany,Happiness,13,51,0.0875,5626166,51,0.0875,5626166,1
DE,Germany,Happiness,14,40,0.0875,86334915,40,0.0875,-86334915,1
LT,Lithuania,Happiness,08,13,0.0566,23455946,-13,0.0566,-23455946,1
LT,Lithuania,Happiness,09,13,0.0721,50701264,-13,-0.0721,-50701264,1
LT,Lithuania,Happiness,10,12,0.0721,69383231,12,-0.0721,-69383231,1
LT,Lithuania,Happiness,11,15,0.0772,32956562,15,-0.0772,-32956562,1
LT,Lithuania,Happiness,12,13,0.0824,66324330,-13,0.0824,-66324330,1
LT,Lithuania,Happiness,13,8,0.0875,8297896,-8,-0.0875,-8297896,1
LT,Lithuania,Happiness,14,10,0.0875,1603649,-10,0.0875,-1603649,1
MT,Malta,Happiness,08,21,0.0566,28234829,-21,-0.0566,28234829,1
MT,Malta,Happiness,09,36,0.0721,43886177,36,0.0721,-43886177,1
MT,Malta,Happiness,10,45,0.0721,37795337,-45,0.0721,-37795337,1
MT,Malta,Happiness,11,33,0.0772,65866526,33,-0.0772,-65866526,1
MT,Malta,Happiness,12,37,0.0824,58842621,37,-0.0824,-58842621,1
MT,Malta,Happiness,13,27,0.0875,36044024,27,-0.0875,36044024,1
MT,Malta,Happiness,14,20,0.0875,83811119,-20,0.0875,-83811119,1
BG,Bulgaria,Happiness,15,15,0.0885,64226723,-15,0.0885,-64226723,1
BG,Bulgaria,Happiness,16,25,0.0781,62560464,25,0.0781,-62560464,1
BG,Bulgaria,Happiness,17,19,0.0729,37235695,19,-0.0729,37235695,1
BG,Bulgaria,Happiness,18,22,0.0625,10790509,-22,-0.0625,-10790509,1
BG,Bulgaria,Happiness,19,22,0.0729,8999942,22,0.0729,-8999942,1
BG,Bulgaria,Happiness,20,30,0.0625,61514687,30,0.0625,-61514687,1
BG,Bulgaria,Happiness,21,8,0.0625,25595109,8,0.0625,-25595109,1
DE,Germany,Happiness,15,20,0.0885,35099013,20,0.0885,-35099013,1
DE,Germany,Happiness,16,34,0.0781,44401258,-34,-0.0781,-44401258,1
DE,Germany,Happiness,17,9,0.0729,24122998,9,0.0729,24122998,1
DE,Germany,Happiness,18,9,0.0625,40064699,9,-0.0625,40064699,1
DE,Germany,Happiness,19,13,0.0729,57718245,-13,-0.0729,-57718245,1
DE,Germany,Happiness,20,11,0.0625,37749092,11,0.0625,37749092,1
DE,Germany,Happiness,21,12,0.0625,49684890,-12,-0.0625,49684890,1
LT,Lithuania,Happiness,15,24,0.0885,73538384,24,-0.0885,-73538384,1
LT,Lithuania,Happiness,16,17,0.0781,491563,17,-0.0781,491563,1
LT,Lithuania,Happiness,17,13,0.0729,60695476,13,0.0729,60695476,1
LT,Lithuania,Happiness,18,35,0.0625,4524740,35,-0.0625,4524740,1
LT,Lithuania,Happiness,19,27,0.0729,61657499,-27,0.0729,61657499,1
LT,Lithuania,Happiness,20,32,0.0625,5154583,-32,0.0625,5154583,1
LT,Lithuania,Happiness,21,20,0.0625,42473118,20,-0.0625,42473118,1
MT,Malta,Happiness,15,2,0.0885,48797729,2,-0.0885,-48797729,1
MT,Malta,Happiness,16,3,0.0781,68805473,3,0.0781,-68805473,1
MT,Malta,Happiness,17,1,0.0729,45092880,1,-0.0729,45092880,1
MT,Malta,Happiness,18,1,0.0625,42961409,1,0.0625,-42961409,1
MT,Malta,Happiness,19,3,0.0729,34957777,3,0.0729,-34957777,1
MT,Malta,Happiness,20,4,0.0625,55584508,4,0.0625,-55584508,1
MT,Malta,Happiness,21,0,0.0625,18201912,0,-0.0625,-18201912,1
BG,Bulgaria,Creativity,01,25,0.0691,54163441,25,-0.0691,-54163441,1
BG,Bulgaria,Creativity,02,39,0.0642,9100468,39,-0.0642,9100468,1
BG,Bulgaria,Creativity,03,31,0.0691,64960035,31,0.0691,64960035,1
BG,Bulgaria,Creativity,04,37,0.0691,65830352,-37,-0.0691,-65830352,1
